# MiD 2023 monatliches HH-Nettoeinkommen x Wohnen (Miete/Eigentum) x Region.
# Generated by scripts/extract_mid_income_by_tenure.py from
# mid2023_income_by_tenure_raumtyp.xlsx (sheet 'MiD Tabellen').
# share_pct = P(income_bracket | tenure, region) in percent (a tenure
# column sums to ~100 over brackets); base_weighted = weighted household
# base of the (tenure, region) cell. Tenure = {rent, own, other}; the MiD
# 'anderes' + 'keine Angabe' columns are folded into 'other'.
region,tenure,income_bracket,share_pct,base_weighted
laendlich_mittelstadt,other,under_500,0.915544,1113.0
laendlich_mittelstadt,own,1500_2000,5.0,15680.0
laendlich_mittelstadt,own,2000_3000,20.0,15680.0
laendlich_mittelstadt,own,3000_4000,21.0,15680.0
laendlich_mittelstadt,own,4000_5000,18.0,15680.0
laendlich_mittelstadt,own,5000_6000,14.0,15680.0
laendlich_mittelstadt,own,500_900,0.0,15680.0
laendlich_mittelstadt,own,6000_7000,11.0,15680.0
laendlich_mittelstadt,own,900_1500,4.0,15680.0
laendlich_mittelstadt,own,over_7000,8.0,15680.0
laendlich_mittelstadt,own,under_500,0.0,15680.0
laendlich_mittelstadt,rent,1500_2000,11.0,13723.0
laendlich_mittelstadt,rent,2000_3000,31.0,13723.0
laendlich_mittelstadt,rent,3000_4000,18.0,13723.0
laendlich_mittelstadt,rent,4000_5000,11.0,13723.0
laendlich_mittelstadt,rent,5000_6000,8.0,13723.0
laendlich_mittelstadt,rent,500_900,2.0,13723.0
laendlich_mittelstadt,rent,6000_7000,4.0,13723.0
laendlich_mittelstadt,rent,900_1500,11.0,13723.0
laendlich_mittelstadt,rent,over_7000,3.0,13723.0
laendlich_mittelstadt,rent,under_500,0.0,13723.0
laendlich_zentrale_stadt,other,1500_2000,4.672727,330.0
laendlich_zentrale_stadt,other,2000_3000,30.109091,330.0
laendlich_zentrale_stadt,other,3000_4000,24.0,330.0
laendlich_zentrale_stadt,other,4000_5000,10.327273,330.0
laendlich_zentrale_stadt,other,5000_6000,8.218182,330.0
laendlich_zentrale_stadt,other,500_900,6.236364,330.0
laendlich_zentrale_stadt,other,6000_7000,4.563636,330.0
laendlich_zentrale_stadt,other,900_1500,7.309091,330.0
laendlich_zentrale_stadt,other,over_7000,3.563636,330.0
laendlich_zentrale_stadt,other,under_500,1.0,330.0
laendlich_zentrale_stadt,own,1500_2000,5.0,5323.0
laendlich_zentrale_stadt,own,2000_3000,21.0,5323.0
laendlich_zentrale_stadt,own,3000_4000,22.0,5323.0
laendlich_zentrale_stadt,own,4000_5000,17.0,5323.0
laendlich_zentrale_stadt,own,5000_6000,13.0,5323.0
laendlich_zentrale_stadt,own,500_900,0.0,5323.0
laendlich_zentrale_stadt,own,6000_7000,11.0,5323.0
laendlich_zentrale_stadt,own,900_1500,4.0,5323.0
laendlich_zentrale_stadt,own,over_7000,8.0,5323.0
laendlich_zentrale_stadt,own,under_500,0.0,5323.0
laendlich_zentrale_stadt,rent,1500_2000,11.0,8269.0
laendlich_zentrale_stadt,rent,2000_3000,29.0,8269.0
laendlich_zentrale_stadt,rent,3000_4000,19.0,8269.0
laendlich_zentrale_stadt,rent,4000_5000,12.0,8269.0
laendlich_zentrale_stadt,rent,5000_6000,7.0,8269.0
laendlich_zentrale_stadt,rent,500_900,3.0,8269.0
laendlich_zentrale_stadt,rent,6000_7000,4.0,8269.0
laendlich_zentrale_stadt,rent,900_1500,12.0,8269.0
laendlich_zentrale_stadt,rent,over_7000,2.0,8269.0
laendlich_zentrale_stadt,rent,under_500,0.0,8269.0
stadtregion_kleinstaedtisch,other,1500_2000,15.52,600.0
stadtregion_kleinstaedtisch,other,2000_3000,34.233333,600.0
stadtregion_kleinstaedtisch,other,3000_4000,13.233333,600.0
stadtregion_kleinstaedtisch,other,4000_5000,9.616667,600.0
stadtregion_kleinstaedtisch,other,5000_6000,11.136667,600.0
stadtregion_kleinstaedtisch,other,500_900,1.753333,600.0
stadtregion_kleinstaedtisch,other,6000_7000,3.753333,600.0
stadtregion_kleinstaedtisch,other,900_1500,7.013333,600.0
stadtregion_kleinstaedtisch,other,over_7000,3.74,600.0
stadtregion_kleinstaedtisch,other,under_500,0.0,600.0
stadtregion_kleinstaedtisch,own,1500_2000,5.0,7337.0
stadtregion_kleinstaedtisch,own,2000_3000,16.0,7337.0
stadtregion_kleinstaedtisch,own,3000_4000,21.0,7337.0
stadtregion_kleinstaedtisch,own,4000_5000,18.0,7337.0
stadtregion_kleinstaedtisch,own,5000_6000,16.0,7337.0
stadtregion_kleinstaedtisch,own,500_900,1.0,7337.0
stadtregion_kleinstaedtisch,own,6000_7000,12.0,7337.0
stadtregion_kleinstaedtisch,own,900_1500,2.0,7337.0
stadtregion_kleinstaedtisch,own,over_7000,9.0,7337.0
stadtregion_kleinstaedtisch,own,under_500,0.0,7337.0
stadtregion_kleinstaedtisch,rent,1500_2000,10.0,4833.0
stadtregion_kleinstaedtisch,rent,2000_3000,28.0,4833.0
stadtregion_kleinstaedtisch,rent,3000_4000,21.0,4833.0
stadtregion_kleinstaedtisch,rent,4000_5000,13.0,4833.0
stadtregion_kleinstaedtisch,rent,5000_6000,8.0,4833.0
stadtregion_kleinstaedtisch,rent,500_900,2.0,4833.0
stadtregion_kleinstaedtisch,rent,6000_7000,5.0,4833.0
stadtregion_kleinstaedtisch,rent,900_1500,11.0,4833.0
stadtregion_kleinstaedtisch,rent,over_7000,3.0,4833.0
stadtregion_kleinstaedtisch,rent,under_500,0.0,4833.0
stadtregion_metropole,other,1500_2000,5.583493,521.0
stadtregion_metropole,other,2000_3000,28.777351,521.0
stadtregion_metropole,other,3000_4000,19.87524,521.0
stadtregion_metropole,other,4000_5000,7.819578,521.0
stadtregion_metropole,other,5000_6000,14.819578,521.0
stadtregion_metropole,other,500_900,4.819578,521.0
stadtregion_metropole,other,6000_7000,4.236084,521.0
stadtregion_metropole,other,900_1500,8.305182,521.0
stadtregion_metropole,other,over_7000,4.763916,521.0
stadtregion_metropole,other,under_500,2.0,521.0
stadtregion_metropole,own,1500_2000,4.0,10079.0
stadtregion_metropole,own,2000_3000,17.0,10079.0
stadtregion_metropole,own,3000_4000,20.0,10079.0
stadtregion_metropole,own,4000_5000,16.0,10079.0
stadtregion_metropole,own,5000_6000,13.0,10079.0
stadtregion_metropole,own,500_900,0.0,10079.0
stadtregion_metropole,own,6000_7000,13.0,10079.0
stadtregion_metropole,own,900_1500,2.0,10079.0
stadtregion_metropole,own,over_7000,14.0,10079.0
stadtregion_metropole,own,under_500,0.0,10079.0
stadtregion_metropole,rent,1500_2000,8.0,29799.0
stadtregion_metropole,rent,2000_3000,26.0,29799.0
stadtregion_metropole,rent,3000_4000,21.0,29799.0
stadtregion_metropole,rent,4000_5000,13.0,29799.0
stadtregion_metropole,rent,5000_6000,9.0,29799.0
stadtregion_metropole,rent,500_900,2.0,29799.0
stadtregion_metropole,rent,6000_7000,7.0,29799.0
stadtregion_metropole,rent,900_1500,8.0,29799.0
stadtregion_metropole,rent,over_7000,5.0,29799.0
stadtregion_metropole,rent,under_500,0.0,29799.0
stadtregion_mittelstadt,other,1500_2000,10.495629,1487.0
stadtregion_mittelstadt,other,2000_3000,27.815736,1487.0
stadtregion_mittelstadt,other,3000_4000,22.899126,1487.0
stadtregion_mittelstadt,other,4000_5000,12.193006,1487.0
stadtregion_mittelstadt,other,5000_6000,9.504371,1487.0
stadtregion_mittelstadt,other,500_900,0.899126,1487.0
stadtregion_mittelstadt,other,6000_7000,5.798252,1487.0
stadtregion_mittelstadt,other,900_1500,5.899126,1487.0
stadtregion_mittelstadt,other,over_7000,3.596503,1487.0
stadtregion_mittelstadt,other,under_500,0.899126,1487.0
stadtregion_mittelstadt,own,1500_2000,4.0,27103.0
stadtregion_mittelstadt,own,2000_3000,17.0,27103.0
stadtregion_mittelstadt,own,3000_4000,20.0,27103.0
stadtregion_mittelstadt,own,4000_5000,17.0,27103.0
stadtregion_mittelstadt,own,5000_6000,15.0,27103.0
stadtregion_mittelstadt,own,500_900,0.0,27103.0
stadtregion_mittelstadt,own,6000_7000,14.0,27103.0
stadtregion_mittelstadt,own,900_1500,2.0,27103.0
stadtregion_mittelstadt,own,over_7000,11.0,27103.0
stadtregion_mittelstadt,own,under_500,0.0,27103.0
stadtregion_mittelstadt,rent,1500_2000,9.0,25605.0
stadtregion_mittelstadt,rent,2000_3000,28.0,25605.0
stadtregion_mittelstadt,rent,3000_4000,20.0,25605.0
stadtregion_mittelstadt,rent,4000_5000,14.0,25605.0
stadtregion_mittelstadt,rent,5000_6000,9.0,25605.0
stadtregion_mittelstadt,rent,500_900,2.0,25605.0
stadtregion_mittelstadt,rent,6000_7000,6.0,25605.0
stadtregion_mittelstadt,rent,900_1500,8.0,25605.0
stadtregion_mittelstadt,rent,over_7000,4.0,25605.0
stadtregion_mittelstadt,rent,under_500,0.0,25605.0
stadtregion_regiopole_grossstadt,other,1500_2000,9.73913,552.0
stadtregion_regiopole_grossstadt,other,2000_3000,26.869565,552.0
stadtregion_regiopole_grossstadt,other,3000_4000,23.173913,552.0
stadtregion_regiopole_grossstadt,other,4000_5000,14.173913,552.0
stadtregion_regiopole_grossstadt,other,5000_6000,8.304348,552.0
stadtregion_regiopole_grossstadt,other,500_900,2.652174,552.0
stadtregion_regiopole_grossstadt,other,6000_7000,4.304348,552.0
stadtregion_regiopole_grossstadt,other,900_1500,6.130435,552.0
stadtregion_regiopole_grossstadt,other,over_7000,4.478261,552.0
stadtregion_regiopole_grossstadt,other,under_500,0.826087,552.0
stadtregion_regiopole_grossstadt,own,1500_2000,4.0,10793.0
stadtregion_regiopole_grossstadt,own,2000_3000,19.0,10793.0
stadtregion_regiopole_grossstadt,own,3000_4000,21.0,10793.0
stadtregion_regiopole_grossstadt,own,4000_5000,17.0,10793.0
stadtregion_regiopole_grossstadt,own,5000_6000,13.0,10793.0
stadtregion_regiopole_grossstadt,own,500_900,0.0,10793.0
stadtregion_regiopole_grossstadt,own,6000_7000,12.0,10793.0
stadtregion_regiopole_grossstadt,own,900_1500,3.0,10793.0
stadtregion_regiopole_grossstadt,own,over_7000,10.0,10793.0
stadtregion_regiopole_grossstadt,own,under_500,0.0,10793.0
stadtregion_regiopole_grossstadt,rent,1500_2000,9.0,22346.0
stadtregion_regiopole_grossstadt,rent,2000_3000,28.0,22346.0
stadtregion_regiopole_grossstadt,rent,3000_4000,20.0,22346.0
stadtregion_regiopole_grossstadt,rent,4000_5000,12.0,22346.0
stadtregion_regiopole_grossstadt,rent,5000_6000,8.0,22346.0
stadtregion_regiopole_grossstadt,rent,500_900,3.0,22346.0
stadtregion_regiopole_grossstadt,rent,6000_7000,5.0,22346.0
stadtregion_regiopole_grossstadt,rent,900_1500,10.0,22346.0
stadtregion_regiopole_grossstadt,rent,over_7000,4.0,22346.0
stadtregion_regiopole_grossstadt,rent,under_500,0.0,22346.0
