# MiD 2023 monatliches HH-Nettoeinkommen x Haushaltsgroesse x Region.
# Generated by scripts/extract_mid_income_by_size.py from
# mid2023_income_by_size_raumtyp.xlsx (sheet 'MiD Tabellen').
# share_pct = P(income_bracket | hh_size, region) in percent (a size
# column sums to ~100 over brackets); base_weighted = weighted household
# base of the (hh_size, region) cell. Bracket EUR bounds: see
# mid2023_income_bracket_bounds_eur.csv (top bracket 'over_7000' is open).
region,hh_size,income_bracket,share_pct,base_weighted
laendlich_zentrale_stadt,3,1500_2000,4.0,1485.0
laendlich_zentrale_stadt,3,2000_3000,7.0,1485.0
laendlich_zentrale_stadt,3,3000_4000,17.0,1485.0
laendlich_zentrale_stadt,3,4000_5000,24.0,1485.0
laendlich_zentrale_stadt,3,5000_6000,23.0,1485.0
laendlich_zentrale_stadt,3,500_900,0.0,1485.0
laendlich_zentrale_stadt,3,6000_7000,17.0,1485.0
laendlich_zentrale_stadt,3,900_1500,1.0,1485.0
laendlich_zentrale_stadt,3,over_7000,8.0,1485.0
laendlich_zentrale_stadt,3,under_500,0.0,1485.0
laendlich_zentrale_stadt,4,1500_2000,1.0,1058.0
laendlich_zentrale_stadt,4,2000_3000,3.0,1058.0
laendlich_zentrale_stadt,4,3000_4000,12.0,1058.0
laendlich_zentrale_stadt,4,4000_5000,22.0,1058.0
laendlich_zentrale_stadt,4,5000_6000,25.0,1058.0
laendlich_zentrale_stadt,4,500_900,0.0,1058.0
laendlich_zentrale_stadt,4,6000_7000,20.0,1058.0
laendlich_zentrale_stadt,4,900_1500,1.0,1058.0
laendlich_zentrale_stadt,4,over_7000,15.0,1058.0
laendlich_zentrale_stadt,4,under_500,0.0,1058.0
laendlich_zentrale_stadt,5+,1500_2000,1.0,526.0
laendlich_zentrale_stadt,5+,2000_3000,9.0,526.0
laendlich_zentrale_stadt,5+,3000_4000,10.0,526.0
laendlich_zentrale_stadt,5+,4000_5000,19.0,526.0
laendlich_zentrale_stadt,5+,5000_6000,24.0,526.0
laendlich_zentrale_stadt,5+,500_900,0.0,526.0
laendlich_zentrale_stadt,5+,6000_7000,17.0,526.0
laendlich_zentrale_stadt,5+,900_1500,2.0,526.0
laendlich_zentrale_stadt,5+,over_7000,16.0,526.0
laendlich_zentrale_stadt,5+,under_500,1.0,526.0
stadtregion_kleinstaedtisch,1,1500_2000,17.0,4627.0
stadtregion_kleinstaedtisch,1,2000_3000,35.0,4627.0
stadtregion_kleinstaedtisch,1,3000_4000,21.0,4627.0
stadtregion_kleinstaedtisch,1,4000_5000,5.0,4627.0
stadtregion_kleinstaedtisch,1,5000_6000,1.0,4627.0
stadtregion_kleinstaedtisch,1,500_900,3.0,4627.0
stadtregion_kleinstaedtisch,1,6000_7000,0.0,4627.0
stadtregion_kleinstaedtisch,1,900_1500,15.0,4627.0
stadtregion_kleinstaedtisch,1,over_7000,1.0,4627.0
stadtregion_kleinstaedtisch,1,under_500,1.0,4627.0
stadtregion_kleinstaedtisch,2,1500_2000,3.0,4130.0
stadtregion_kleinstaedtisch,2,2000_3000,22.0,4130.0
stadtregion_kleinstaedtisch,2,3000_4000,27.0,4130.0
stadtregion_kleinstaedtisch,2,4000_5000,21.0,4130.0
stadtregion_kleinstaedtisch,2,5000_6000,14.0,4130.0
stadtregion_kleinstaedtisch,2,500_900,0.0,4130.0
stadtregion_kleinstaedtisch,2,6000_7000,6.0,4130.0
stadtregion_kleinstaedtisch,2,900_1500,1.0,4130.0
stadtregion_kleinstaedtisch,2,over_7000,5.0,4130.0
stadtregion_kleinstaedtisch,2,under_500,0.0,4130.0
stadtregion_kleinstaedtisch,3,1500_2000,1.0,1919.0
stadtregion_kleinstaedtisch,3,2000_3000,7.0,1919.0
stadtregion_kleinstaedtisch,3,3000_4000,14.0,1919.0
stadtregion_kleinstaedtisch,3,4000_5000,28.0,1919.0
stadtregion_kleinstaedtisch,3,5000_6000,23.0,1919.0
stadtregion_kleinstaedtisch,3,500_900,0.0,1919.0
stadtregion_kleinstaedtisch,3,6000_7000,15.0,1919.0
stadtregion_kleinstaedtisch,3,900_1500,0.0,1919.0
stadtregion_kleinstaedtisch,3,over_7000,12.0,1919.0
stadtregion_kleinstaedtisch,3,under_500,0.0,1919.0
stadtregion_kleinstaedtisch,4,1500_2000,1.0,1462.0
stadtregion_kleinstaedtisch,4,2000_3000,2.0,1462.0
stadtregion_kleinstaedtisch,4,3000_4000,11.0,1462.0
stadtregion_kleinstaedtisch,4,4000_5000,17.0,1462.0
stadtregion_kleinstaedtisch,4,5000_6000,25.0,1462.0
stadtregion_kleinstaedtisch,4,500_900,0.0,1462.0
stadtregion_kleinstaedtisch,4,6000_7000,29.0,1462.0
stadtregion_kleinstaedtisch,4,900_1500,0.0,1462.0
stadtregion_kleinstaedtisch,4,over_7000,15.0,1462.0
stadtregion_kleinstaedtisch,4,under_500,0.0,1462.0
stadtregion_kleinstaedtisch,5+,1500_2000,0.0,723.0
stadtregion_kleinstaedtisch,5+,2000_3000,4.0,723.0
stadtregion_kleinstaedtisch,5+,3000_4000,9.0,723.0
stadtregion_kleinstaedtisch,5+,4000_5000,22.0,723.0
stadtregion_kleinstaedtisch,5+,5000_6000,23.0,723.0
stadtregion_kleinstaedtisch,5+,500_900,0.0,723.0
stadtregion_kleinstaedtisch,5+,6000_7000,24.0,723.0
stadtregion_kleinstaedtisch,5+,900_1500,1.0,723.0
stadtregion_kleinstaedtisch,5+,over_7000,18.0,723.0
stadtregion_kleinstaedtisch,5+,under_500,0.0,723.0
stadtregion_metropole,1,1500_2000,13.0,20865.0
stadtregion_metropole,1,2000_3000,36.0,20865.0
stadtregion_metropole,1,3000_4000,23.0,20865.0
stadtregion_metropole,1,4000_5000,8.0,20865.0
stadtregion_metropole,1,5000_6000,2.0,20865.0
stadtregion_metropole,1,500_900,3.0,20865.0
stadtregion_metropole,1,6000_7000,1.0,20865.0
stadtregion_metropole,1,900_1500,13.0,20865.0
stadtregion_metropole,1,over_7000,1.0,20865.0
stadtregion_metropole,1,under_500,1.0,20865.0
stadtregion_metropole,2,1500_2000,2.0,11436.0
stadtregion_metropole,2,2000_3000,16.0,11436.0
stadtregion_metropole,2,3000_4000,23.0,11436.0
stadtregion_metropole,2,4000_5000,21.0,11436.0
stadtregion_metropole,2,5000_6000,15.0,11436.0
stadtregion_metropole,2,500_900,0.0,11436.0
stadtregion_metropole,2,6000_7000,12.0,11436.0
stadtregion_metropole,2,900_1500,1.0,11436.0
stadtregion_metropole,2,over_7000,10.0,11436.0
stadtregion_metropole,2,under_500,0.0,11436.0
stadtregion_metropole,3,1500_2000,1.0,4069.0
stadtregion_metropole,3,2000_3000,6.0,4069.0
stadtregion_metropole,3,3000_4000,13.0,4069.0
stadtregion_metropole,3,4000_5000,22.0,4069.0
stadtregion_metropole,3,5000_6000,24.0,4069.0
stadtregion_metropole,3,500_900,0.0,4069.0
stadtregion_metropole,3,6000_7000,19.0,4069.0
stadtregion_metropole,3,900_1500,1.0,4069.0
stadtregion_metropole,3,over_7000,15.0,4069.0
stadtregion_metropole,3,under_500,0.0,4069.0
stadtregion_metropole,4,1500_2000,0.0,2992.0
stadtregion_metropole,4,2000_3000,3.0,2992.0
stadtregion_metropole,4,3000_4000,7.0,2992.0
stadtregion_metropole,4,4000_5000,16.0,2992.0
stadtregion_metropole,4,5000_6000,24.0,2992.0
stadtregion_metropole,4,500_900,0.0,2992.0
stadtregion_metropole,4,6000_7000,26.0,2992.0
stadtregion_metropole,4,900_1500,0.0,2992.0
stadtregion_metropole,4,over_7000,23.0,2992.0
stadtregion_metropole,4,under_500,0.0,2992.0
stadtregion_metropole,5+,1500_2000,2.0,1286.0
stadtregion_metropole,5+,2000_3000,2.0,1286.0
stadtregion_metropole,5+,3000_4000,9.0,1286.0
stadtregion_metropole,5+,4000_5000,14.0,1286.0
stadtregion_metropole,5+,5000_6000,20.0,1286.0
stadtregion_metropole,5+,500_900,0.0,1286.0
stadtregion_metropole,5+,6000_7000,25.0,1286.0
stadtregion_metropole,5+,900_1500,0.0,1286.0
stadtregion_metropole,5+,over_7000,27.0,1286.0
stadtregion_metropole,5+,under_500,0.0,1286.0
stadtregion_mittelstadt,1,1500_2000,14.0,21214.0
stadtregion_mittelstadt,1,2000_3000,40.0,21214.0
stadtregion_mittelstadt,1,3000_4000,21.0,21214.0
stadtregion_mittelstadt,1,4000_5000,7.0,21214.0
stadtregion_mittelstadt,1,5000_6000,2.0,21214.0
stadtregion_mittelstadt,1,500_900,3.0,21214.0
stadtregion_mittelstadt,1,6000_7000,1.0,21214.0
stadtregion_mittelstadt,1,900_1500,11.0,21214.0
stadtregion_mittelstadt,1,over_7000,1.0,21214.0
stadtregion_mittelstadt,1,under_500,0.0,21214.0
stadtregion_mittelstadt,2,1500_2000,3.0,16858.0
stadtregion_mittelstadt,2,2000_3000,19.0,16858.0
stadtregion_mittelstadt,2,3000_4000,27.0,16858.0
stadtregion_mittelstadt,2,4000_5000,22.0,16858.0
stadtregion_mittelstadt,2,5000_6000,13.0,16858.0
stadtregion_mittelstadt,2,500_900,0.0,16858.0
stadtregion_mittelstadt,2,6000_7000,9.0,16858.0
stadtregion_mittelstadt,2,900_1500,1.0,16858.0
stadtregion_mittelstadt,2,over_7000,6.0,16858.0
stadtregion_mittelstadt,2,under_500,0.0,16858.0
stadtregion_mittelstadt,3,1500_2000,1.0,7614.0
stadtregion_mittelstadt,3,2000_3000,6.0,7614.0
stadtregion_mittelstadt,3,3000_4000,13.0,7614.0
stadtregion_mittelstadt,3,4000_5000,22.0,7614.0
stadtregion_mittelstadt,3,5000_6000,26.0,7614.0
stadtregion_mittelstadt,3,500_900,0.0,7614.0
stadtregion_mittelstadt,3,6000_7000,19.0,7614.0
stadtregion_mittelstadt,3,900_1500,1.0,7614.0
stadtregion_mittelstadt,3,over_7000,13.0,7614.0
stadtregion_mittelstadt,3,under_500,0.0,7614.0
stadtregion_mittelstadt,4,1500_2000,0.0,5957.0
stadtregion_mittelstadt,4,2000_3000,3.0,5957.0
stadtregion_mittelstadt,4,3000_4000,8.0,5957.0
stadtregion_mittelstadt,4,4000_5000,15.0,5957.0
stadtregion_mittelstadt,4,5000_6000,25.0,5957.0
stadtregion_mittelstadt,4,500_900,0.0,5957.0
stadtregion_mittelstadt,4,6000_7000,28.0,5957.0
stadtregion_mittelstadt,4,900_1500,0.0,5957.0
stadtregion_mittelstadt,4,over_7000,20.0,5957.0
stadtregion_mittelstadt,4,under_500,0.0,5957.0
stadtregion_mittelstadt,5+,1500_2000,1.0,2799.0
stadtregion_mittelstadt,5+,2000_3000,5.0,2799.0
stadtregion_mittelstadt,5+,3000_4000,7.0,2799.0
stadtregion_mittelstadt,5+,4000_5000,16.0,2799.0
stadtregion_mittelstadt,5+,5000_6000,25.0,2799.0
stadtregion_mittelstadt,5+,500_900,0.0,2799.0
stadtregion_mittelstadt,5+,6000_7000,26.0,2799.0
stadtregion_mittelstadt,5+,900_1500,1.0,2799.0
stadtregion_mittelstadt,5+,over_7000,19.0,2799.0
stadtregion_mittelstadt,5+,under_500,0.0,2799.0
stadtregion_regiopole_grossstadt,1,1500_2000,13.0,16536.0
stadtregion_regiopole_grossstadt,1,2000_3000,36.0,16536.0
stadtregion_regiopole_grossstadt,1,3000_4000,22.0,16536.0
stadtregion_regiopole_grossstadt,1,4000_5000,7.0,16536.0
stadtregion_regiopole_grossstadt,1,5000_6000,1.0,16536.0
stadtregion_regiopole_grossstadt,1,500_900,4.0,16536.0
stadtregion_regiopole_grossstadt,1,6000_7000,1.0,16536.0
stadtregion_regiopole_grossstadt,1,900_1500,15.0,16536.0
stadtregion_regiopole_grossstadt,1,over_7000,1.0,16536.0
stadtregion_regiopole_grossstadt,1,under_500,1.0,16536.0
stadtregion_regiopole_grossstadt,2,1500_2000,3.0,10064.0
stadtregion_regiopole_grossstadt,2,2000_3000,20.0,10064.0
stadtregion_regiopole_grossstadt,2,3000_4000,25.0,10064.0
stadtregion_regiopole_grossstadt,2,4000_5000,21.0,10064.0
stadtregion_regiopole_grossstadt,2,5000_6000,14.0,10064.0
stadtregion_regiopole_grossstadt,2,500_900,0.0,10064.0
stadtregion_regiopole_grossstadt,2,6000_7000,9.0,10064.0
stadtregion_regiopole_grossstadt,2,900_1500,2.0,10064.0
stadtregion_regiopole_grossstadt,2,over_7000,6.0,10064.0
stadtregion_regiopole_grossstadt,2,under_500,0.0,10064.0
stadtregion_regiopole_grossstadt,3,1500_2000,1.0,3540.0
stadtregion_regiopole_grossstadt,3,2000_3000,8.0,3540.0
stadtregion_regiopole_grossstadt,3,3000_4000,12.0,3540.0
stadtregion_regiopole_grossstadt,3,4000_5000,22.0,3540.0
stadtregion_regiopole_grossstadt,3,5000_6000,25.0,3540.0
stadtregion_regiopole_grossstadt,3,500_900,0.0,3540.0
stadtregion_regiopole_grossstadt,3,6000_7000,18.0,3540.0
stadtregion_regiopole_grossstadt,3,900_1500,1.0,3540.0
stadtregion_regiopole_grossstadt,3,over_7000,12.0,3540.0
stadtregion_regiopole_grossstadt,3,under_500,0.0,3540.0
stadtregion_regiopole_grossstadt,4,1500_2000,1.0,2594.0
stadtregion_regiopole_grossstadt,4,2000_3000,5.0,2594.0
stadtregion_regiopole_grossstadt,4,3000_4000,9.0,2594.0
stadtregion_regiopole_grossstadt,4,4000_5000,18.0,2594.0
stadtregion_regiopole_grossstadt,4,5000_6000,25.0,2594.0
stadtregion_regiopole_grossstadt,4,500_900,0.0,2594.0
stadtregion_regiopole_grossstadt,4,6000_7000,23.0,2594.0
stadtregion_regiopole_grossstadt,4,900_1500,0.0,2594.0
stadtregion_regiopole_grossstadt,4,over_7000,20.0,2594.0
stadtregion_regiopole_grossstadt,4,under_500,0.0,2594.0
stadtregion_regiopole_grossstadt,5+,1500_2000,1.0,1260.0
stadtregion_regiopole_grossstadt,5+,2000_3000,8.0,1260.0
stadtregion_regiopole_grossstadt,5+,3000_4000,12.0,1260.0
stadtregion_regiopole_grossstadt,5+,4000_5000,19.0,1260.0
stadtregion_regiopole_grossstadt,5+,5000_6000,19.0,1260.0
stadtregion_regiopole_grossstadt,5+,500_900,0.0,1260.0
stadtregion_regiopole_grossstadt,5+,6000_7000,18.0,1260.0
stadtregion_regiopole_grossstadt,5+,900_1500,2.0,1260.0
stadtregion_regiopole_grossstadt,5+,over_7000,21.0,1260.0
stadtregion_regiopole_grossstadt,5+,under_500,0.0,1260.0
